#ID = Affymetrix Probe Set ID
#ORF = Entrez Gene Link
#SPOT_ID = identifies controls
#Species Scientific Name = The genus and species of the organism represented by the probe set.
#Annotation Date = The date that the annotations for this probe array were last updated. It will generally be earlier than the date when the annotations were posted on the Affymetrix web site.
#Sequence Type = 
#Sequence Source = The database from which the sequence used to design this probe set was taken.
#Target Description = GenBank description associated with the representative public identifier. Blank for some probe sets.
#Representative Public ID = The accession number of a representative sequence. Note that for consensus-based probe sets, the representative sequence is only one of several sequences (sequence sub-clusters) used to build the consensus sequence and it is not directly used to derive the probe sequences. The representative sequence is chosen during array design as a sequence that is best associated with the transcribed region being interrogated by the probe set. Refer to the Sequence Source field to determine the database used.
#Gene Title = Title of Gene represented by the probe set.
#Gene Symbol = A gene symbol, when one is available (from UniGene).
#ENTREZ_GENE_ID = Entrez Gene Database UID
#RefSeq Transcript ID = 
#SGD accession number = SGD accession number
#Gene Ontology Biological Process = Gene Ontology Consortium Biological Process derived from LocusLink.  Each annotation consists of three parts: Accession Number // Description // Evidence. The description corresponds directly to the GO ID. The evidence can be direct, or extended.
#Gene Ontology Cellular Component = Gene Ontology Consortium Cellular Component derived from LocusLink.  Each annotation consists of three parts: Accession Number // Description // Evidence. The description corresponds directly to the GO ID. The evidence can be direct, or extended.
#Gene Ontology Molecular Function = Gene Ontology Consortium Molecular Function derived from LocusLink.  Each annotation consists of three parts: Accession Number // Description // Evidence. The description corresponds directly to the GO ID. The evidence can be direct, or extended.
ID	ORF	SPOT_ID	Species Scientific Name	Annotation Date	Sequence Type	Sequence Source	Target Description	Representative Public ID	Gene Title	Gene Symbol	ENTREZ_GENE_ID	RefSeq Transcript ID	SGD accession number	Gene Ontology Biological Process	Gene Ontology Cellular Component	Gene Ontology Molecular Function
3181_f_at	YHRCDELTA16		Saccharomyces cerevisiae	Oct 6, 2014	Exemplar sequence	Saccharomyces Genome Database	YHRCDELTA16 Ty1 LTR	YHRCDELTA16	Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional /// Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional	YAR010C /// YBL005W-B /// YBR012W-A /// YBR012W-B /// YDR098C-A /// YDR098C-B /// YDR210C-C /// YDR210C-D /// YDR261C-C /// YDR261C-D /// YDR316W-A /// YDR316W-B /// YDR365W-A /// YDR365W-B /// YER137C-A /// YER138C /// YER159C-A /// YER160C /// YGR027W-A /// YGR027W-B /// YGR038C-A /// YGR038C-B /// YGR161C-C /// YGR161C-D /// YHR214C-B /// YHR214C-C /// YJR026W /// YJR027W /// YJR028W /// YJR029W /// YLR157C-A /// YLR157C-B /// YLR227W-A /// YLR227W-B /// YLR256W-A /// YML039W /// YML040W /// YML045W /// YML045W-A /// YMR045C /// YMR050C /// YMR051C /// YNL054W-A /// YNL054W-B /// YNL284C-B /// YOL103W-A /// YOL103W-B /// YOR142W-A /// YOR142W-B /// YPL257W-A /// YPL257W-B /// YPR137C-A /// YPR137C-B /// YPR158C-C /// YPR158C-D /// YPR158W-A /// YPR158W-B	850853 /// 850854 /// 850926 /// 850927 /// 850959 /// 851269 /// 851674 /// 851675 /// 851794 /// 851795 /// 851852 /// 851853 /// 851913 /// 851914 /// 851970 /// 851971 /// 852280 /// 852298 /// 852299 /// 852912 /// 852913 /// 852928 /// 852929 /// 853068 /// 853069 /// 853483 /// 853484 /// 853485 /// 853486 /// 854048 /// 854049 /// 854312 /// 854313 /// 854962 /// 854963 /// 854968 /// 854969 /// 855062 /// 855070 /// 855071 /// 855433 /// 855671 /// 855672 /// 855816 /// 855817 /// 856257 /// 856258 /// 856282 /// 856283 /// 856284 /// 856285 /// 856623 /// 856624 /// 856879 /// 856880 /// 856906 /// 856907	NM_001178214 /// NM_001179028 /// NM_001179050 /// NM_001180048 /// NM_001180055 /// NM_001180056 /// NM_001181431 /// NM_001181684 /// NM_001181685 /// NM_001181686 /// NM_001181687 /// NM_001182397 /// NM_001182398 /// NM_001182402 /// NM_001182542 /// NM_001182547 /// NM_001182548 /// NM_001184383 /// NM_001184384 /// NM_001184385 /// NM_001184386 /// NM_001184391 /// NM_001184392 /// NM_001184393 /// NM_001184394 /// NM_001184395 /// NM_001184396 /// NM_001184397 /// NM_001184398 /// NM_001184399 /// NM_001184400 /// NM_001184405 /// NM_001184406 /// NM_001184407 /// NM_001184408 /// NM_001184409 /// NM_001184412 /// NM_001184413 /// NM_001184415 /// NM_001184416 /// NM_001184417 /// NM_001184420 /// NM_001184421 /// NM_001184424 /// NM_001184425 /// NM_001184426 /// NM_001184427 /// NM_001184428 /// NM_001184429 /// NM_001184431 /// NM_001184432 /// NM_001184433 /// NM_001184434 /// NM_001184435 /// NM_001184436 /// NM_001184437 /// NM_001281536	S000000068 /// S000000940 /// S000000962 /// S000002147 /// S000002154 /// S000002155 /// S000003534 /// S000003787 /// S000003788 /// S000003789 /// S000003790 /// S000004503 /// S000004504 /// S000004508 /// S000004648 /// S000004653 /// S000004654 /// S000007349 /// S000007350 /// S000007351 /// S000007352 /// S000007357 /// S000007358 /// S000007359 /// S000007360 /// S000007361 /// S000007362 /// S000007363 /// S000007364 /// S000007367 /// S000007368 /// S000007373 /// S000007374 /// S000007375 /// S000007376 /// S000007377 /// S000007381 /// S000007384 /// S000007385 /// S000007387 /// S000007390 /// S000007391 /// S000007394 /// S000007395 /// S000007398 /// S000007399 /// S000007400 /// S000007401 /// S000007402 /// S000007403 /// S000007405 /// S000007406 /// S000007407 /// S000007408 /// S000007409 /// S000007410 /// S000007421	0006261 // DNA-dependent DNA replication // inferred from electronic annotation /// 0006278 // RNA-dependent DNA replication // inferred from electronic annotation /// 0006310 // DNA recombination // inferred from electronic annotation /// 0006508 // proteolysis // inferred from electronic annotation /// 0008152 // metabolic process // inferred from electronic annotation /// 0015074 // DNA integration // inferred from electronic annotation /// 0019076 // viral release from host cell // inferred from electronic annotation /// 0032196 // transposition // inferred from electronic annotation /// 0032197 // transposition, RNA-mediated // inferred from sequence or structural similarity /// 0046797 // viral procapsid maturation // inferred from electronic annotation /// 0090305 // nucleic acid phosphodiester bond hydrolysis // inferred from electronic annotation /// 0090501 // RNA phosphodiester bond hydrolysis // inferred from sequence or structural similarity /// 0090502 // RNA phosphodiester bond hydrolysis, endonucleolytic // inferred from electronic annotation	0000943 // retrotransposon nucleocapsid // inferred from sequence or structural similarity /// 0005634 // nucleus // inferred from direct assay /// 0005634 // nucleus // inferred from electronic annotation /// 0005737 // cytoplasm // inferred from electronic annotation	0000166 // nucleotide binding // inferred from electronic annotation /// 0003676 // nucleic acid binding // inferred from electronic annotation /// 0003677 // DNA binding // inferred from electronic annotation /// 0003723 // RNA binding // inferred from electronic annotation /// 0003723 // RNA binding // inferred from sequence or structural similarity /// 0003824 // catalytic activity // inferred from electronic annotation /// 0003887 // DNA-directed DNA polymerase activity // inferred from electronic annotation /// 0003887 // DNA-directed DNA polymerase activity // inferred from sequence or structural similarity /// 0003964 // RNA-directed DNA polymerase activity // inferred from electronic annotation /// 0003964 // RNA-directed DNA polymerase activity // inferred from sequence or structural similarity /// 0004190 // aspartic-type endopeptidase activity // inferred from electronic annotation /// 0004518 // nuclease activity // inferred from electronic annotation /// 0004519 // endonuclease activity // inferred from electronic annotation /// 0004523 // RNA-DNA hybrid ribonuclease activity // inferred from electronic annotation /// 0004540 // ribonuclease activity // inferred from sequence or structural similarity /// 0005524 // ATP binding // inferred from electronic annotation /// 0008233 // peptidase activity // inferred from electronic annotation /// 0008233 // peptidase activity // inferred from sequence or structural similarity /// 0016740 // transferase activity // inferred from electronic annotation /// 0016779 // nucleotidyltransferase activity // inferred from electronic annotation /// 0016787 // hydrolase activity // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation
3182_i_at	YHR217C		Saccharomyces cerevisiae	Oct 6, 2014	Exemplar sequence	Saccharomyces Genome Database	YHR217C strong similarity to subtelomeric encoded YDR544c	YHR217C								
3183_f_at	YIL177C		Saccharomyces cerevisiae	Oct 6, 2014	Exemplar sequence	Saccharomyces Genome Database	YIL177C strong similarity to subtelomeric encoded proteins	YIL177C	Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase	YBL113C /// YEL077C /// YHL050C /// YHR219W /// YIL177C /// YJL225C /// YLL066C /// YML133C /// YPR204W /// YRF1-1 /// YRF1-2 /// YRF1-3 /// YRF1-4 /// YRF1-5 /// YRF1-6 /// YRF1-7 /// YRF1-8	850660 /// 851187 /// 851189 /// 852158 /// 852159 /// 853213 /// 853231 /// 854577 /// 854630 /// 854906 /// 855377 /// 855846 /// 856334 /// 856335 /// 856629 /// 856630 /// 856940	NM_001179080 /// NM_001179130 /// NM_001179350 /// NM_001179522 /// NM_001180054 /// NM_001180853 /// NM_001181425 /// NM_001181657 /// NM_001181886 /// NM_001182354 /// NM_001182355 /// NM_001182496 /// NM_001183177 /// NM_001184097 /// NM_001184301 /// NM_001184302 /// NM_001184447	S000000992 /// S000001042 /// S000001262 /// S000001439 /// S000002153 /// S000002953 /// S000003528 /// S000003760 /// S000003989 /// S000004458 /// S000004459 /// S000004602 /// S000005283 /// S000006204 /// S000006408 /// S000006409 /// S000007526	0000722 // telomere maintenance via recombination // inferred from genetic interaction /// 0006200 // ATP catabolic process // inferred from electronic annotation /// 0008152 // metabolic process // inferred from electronic annotation /// 0032508 // DNA duplex unwinding // inferred from direct assay	0005634 // nucleus // inferred by curator /// 0005739 // mitochondrion // inferred from direct assay /// 0016020 // membrane // inferred from electronic annotation /// 0016021 // integral component of membrane // inferred from electronic annotation	0000166 // nucleotide binding // inferred from electronic annotation /// 0003676 // nucleic acid binding // inferred from electronic annotation /// 0003678 // DNA helicase activity // inferred from direct assay /// 0003678 // DNA helicase activity // inferred from sequence or structural similarity /// 0004386 // helicase activity // inferred from electronic annotation /// 0004386 // helicase activity // inferred from sequence or structural similarity /// 0005524 // ATP binding // inferred from electronic annotation /// 0008026 // ATP-dependent helicase activity // inferred from electronic annotation /// 0016787 // hydrolase activity // inferred from electronic annotation
3184_s_at	YIL177C		Saccharomyces cerevisiae	Oct 6, 2014	Exemplar sequence	Saccharomyces Genome Database	YIL177C strong similarity to subtelomeric encoded proteins	YIL177C	Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase	YEL076C /// YEL076C-A /// YIL177C /// YJL225C /// YLR464W /// YRF1-1 /// YRF1-2 /// YRF1-3 /// YRF1-5 /// YRF1-6 /// YRF1-7 /// YRF1-8	851185 /// 851189 /// 852158 /// 853213 /// 853231 /// 854577 /// 854630 /// 855377 /// 855846 /// 856632 /// 856633 /// 856940	NM_001178891 /// NM_001179080 /// NM_001179522 /// NM_001180853 /// NM_001180855 /// NM_001181425 /// NM_001181657 /// NM_001182352 /// NM_001182355 /// NM_001183177 /// NM_001184097 /// NM_001184447	S000000802 /// S000000992 /// S000001439 /// S000002953 /// S000002955 /// S000003528 /// S000003760 /// S000004456 /// S000004459 /// S000005283 /// S000006204 /// S000007526	0000722 // telomere maintenance via recombination // inferred from genetic interaction /// 0006200 // ATP catabolic process // inferred from electronic annotation /// 0008152 // metabolic process // inferred from electronic annotation /// 0032508 // DNA duplex unwinding // inferred from direct assay /// 0032508 // DNA duplex unwinding // inferred from sequence or structural similarity	0005634 // nucleus // inferred by curator /// 0005739 // mitochondrion // inferred from direct assay	0000166 // nucleotide binding // inferred from electronic annotation /// 0003676 // nucleic acid binding // inferred from electronic annotation /// 0003678 // DNA helicase activity // inferred from sequence or structural similarity /// 0003678 // DNA helicase activity // inferred from direct assay /// 0004386 // helicase activity // inferred from electronic annotation /// 0004386 // helicase activity // inferred from sequence or structural similarity /// 0005524 // ATP binding // inferred from electronic annotation /// 0008026 // ATP-dependent helicase activity // inferred from electronic annotation /// 0016787 // hydrolase activity // inferred from electronic annotation
3185_s_at	YIL175W		Saccharomyces cerevisiae	Oct 6, 2014	Exemplar sequence	Saccharomyces Genome Database	YIL175W strong similarity to subtelomeric encoded proteins	YIL175W	Putative protein of unknown function; transcription is significantly increased in a NAP1 deletion background; deletion mutant has increased accumulation of nickel and selenium	YGL260W	852631	NM_001181126	S000003229			
3187_s_at	YHL050C		Saccharomyces cerevisiae	Oct 6, 2014	Exemplar sequence	Saccharomyces Genome Database	YHL050C strong similarity to subtelomeric encoded proteins	YHL050C	Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase /// Putative Y' element ATP-dependent helicase	YBL111C /// YEL077C /// YFL066C /// YHL050C /// YHR218W /// YIL177C /// YJL225C /// YLL066C /// YLL067C /// YML133C /// YPR204W /// YRF1-1 /// YRF1-2 /// YRF1-3 /// YRF1-4 /// YRF1-5 /// YRF1-6 /// YRF1-7 /// YRF1-8	850478 /// 850659 /// 850660 /// 851187 /// 851189 /// 852158 /// 852161 /// 853213 /// 853231 /// 854577 /// 854630 /// 854906 /// 855377 /// 855846 /// 856334 /// 856335 /// 856628 /// 856630 /// 856940	NM_001179080 /// NM_001179130 /// NM_001179349 /// NM_001179522 /// NM_001179901 /// NM_001180052 /// NM_001180853 /// NM_001181425 /// NM_001181657 /// NM_001181886 /// NM_001181887 /// NM_001182354 /// NM_001182355 /// NM_001182496 /// NM_001183177 /// NM_001184097 /// NM_001184301 /// NM_001184302 /// NM_001184447	S000000992 /// S000001042 /// S000001261 /// S000001439 /// S000001828 /// S000002151 /// S000002953 /// S000003528 /// S000003760 /// S000003989 /// S000003990 /// S000004458 /// S000004459 /// S000004602 /// S000005283 /// S000006204 /// S000006408 /// S000006409 /// S000007526	0000722 // telomere maintenance via recombination // inferred from genetic interaction /// 0006200 // ATP catabolic process // inferred from electronic annotation /// 0008152 // metabolic process // inferred from electronic annotation /// 0032508 // DNA duplex unwinding // inferred from direct assay	0005634 // nucleus // inferred by curator /// 0005739 // mitochondrion // inferred from direct assay /// 0016020 // membrane // inferred from electronic annotation /// 0016021 // integral component of membrane // inferred from electronic annotation	0000166 // nucleotide binding // inferred from electronic annotation /// 0003676 // nucleic acid binding // inferred from electronic annotation /// 0003678 // DNA helicase activity // inferred from direct assay /// 0003678 // DNA helicase activity // inferred from sequence or structural similarity /// 0004386 // helicase activity // inferred from electronic annotation /// 0004386 // helicase activity // inferred from sequence or structural similarity /// 0005524 // ATP binding // inferred from electronic annotation /// 0008026 // ATP-dependent helicase activity // inferred from electronic annotation /// 0016787 // hydrolase activity // inferred from electronic annotation
3188_at	YHL048W		Saccharomyces cerevisiae	Oct 6, 2014	Exemplar sequence	Saccharomyces Genome Database	YHL048W Protein with similarity to subtelomerically-encoded proteins such as Cos5p, Ybr302p, Cos3p, Cos1p, Cos4p, Cos8p, Cos6p, Cos9p	YHL048W	Nuclear membrane protein; member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins; regulation suggests a potential role in the unfolded protein response	COS8	856337	NM_001179128	S000001040		0005635 // nuclear envelope // inferred from direct assay /// 0016020 // membrane // inferred from electronic annotation /// 0016021 // integral component of membrane // inferred from electronic annotation /// 0016021 // integral component of membrane // not recorded	
3189_i_at	YHL048W		Saccharomyces cerevisiae	Oct 6, 2014	Exemplar sequence	Saccharomyces Genome Database	YHL048W Protein with similarity to subtelomerically-encoded proteins such as Cos5p, Ybr302p, Cos3p, Cos1p, Cos4p, Cos8p, Cos6p, Cos9p	YHL048W	Nuclear membrane protein; member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins; regulation suggests a potential role in the unfolded protein response	COS8	856337	NM_001179128	S000001040		0005635 // nuclear envelope // inferred from direct assay /// 0016020 // membrane // inferred from electronic annotation /// 0016021 // integral component of membrane // inferred from electronic annotation /// 0016021 // integral component of membrane // not recorded	
3190_f_at	YHL048W		Saccharomyces cerevisiae	Oct 6, 2014	Exemplar sequence	Saccharomyces Genome Database	YHL048W Protein with similarity to subtelomerically-encoded proteins such as Cos5p, Ybr302p, Cos3p, Cos1p, Cos4p, Cos8p, Cos6p, Cos9p	YHL048W	Nuclear membrane protein; member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins; regulation suggests a potential role in the unfolded protein response	COS8	856337	NM_001179128	S000001040		0005635 // nuclear envelope // inferred from direct assay /// 0016020 // membrane // inferred from electronic annotation /// 0016021 // integral component of membrane // inferred from electronic annotation /// 0016021 // integral component of membrane // not recorded	
3191_i_at	YHLCOMEGA1		Saccharomyces cerevisiae	Oct 6, 2014	Exemplar sequence	Saccharomyces Genome Database	YHLCOMEGA1 Ty5 LTR	YHLCOMEGA1								
3192_f_at	YHLCOMEGA1		Saccharomyces cerevisiae	Oct 6, 2014	Exemplar sequence	Saccharomyces Genome Database	YHLCOMEGA1 Ty5 LTR	YHLCOMEGA1								
3193_at	YHL045W		Saccharomyces cerevisiae	Oct 6, 2014	Exemplar sequence	Saccharomyces Genome Database	YHL045W strong similarity to subtelomeric encoded proteins	YHL045W							0016021 // integral component of membrane // inferred from electronic annotation	
3195_f_at	YHLCSIGMA1		Saccharomyces cerevisiae	Oct 6, 2014	Exemplar sequence	Saccharomyces Genome Database	YHLCSIGMA1 Ty3 LTR	YHLCSIGMA1								
